1	9283.908035
1	9507.489691
1	8149.537825
1	11122.485706
1	7475.490856
1	11226.165588
1	4748.798981
1	5213.738786
1	9110.313230
1	11255.095674
2	8914.360982
2	8956.641704
2	8986.305634
2	6176.091867
2	9958.755317
2	11473.549710
2	5886.606014
2	6193.595056
4	5439.743122
4	5849.125094
4	9907.654713
4	11051.860857
4	6466.124555
4	5784.154500
4	5438.793423
4	7054.993747
1	7673.624777
1	11166.093576
1	4333.470524
1	5349.309510
1	5380.276316
1	11431.631186
1	9656.154944
1	11309.339965
1	5186.290653
1	7811.460710
1	10077.970740
1	10402.683185
1	5356.118117
1	10497.560210
1	10130.142960
1	11172.988986
2	9860.013445
2	11364.709554
2	5527.321078
2	6657.871840
2	5379.857914
2	5957.395981
2	6037.566888
2	6220.634910
2	5746.237256
2	5961.203889
2	6175.420985
2	6039.801142
2	9271.139624
2	11810.927600
2	5111.833629
2	5499.904467
4	7020.812111
4	9068.410776
4	10134.500017
4	11177.022010
4	8841.368303
4	9677.444953
